Applicant_ID,Age,Income,Employment_Type,Credit_Score,Loan_Amount,Loan_Term,Existing_EMI,Default_History,Loan_Status,Monthly_Income,Estimated_Monthly_Payment,Debt_to_Income_Ratio,Loan_to_Income_Ratio,EMI_Burden_Ratio,Credit_Score_Bin,Age_Group
APP_07214,44,89783.0,Self-Employed,616.0,28146,36,666.0,Yes,Default,7481.92,881.99,0.2069,0.3135,0.089,Fair,36-45
APP_07215,37,66924.0,Salaried,493.0,31047,36,1070.0,No,Non-Default,5577.0,972.9,0.3663,0.4639,0.1919,Very Poor,36-45
APP_07216,37,78028.0,Self-Employed,630.0,44664,360,277.0,No,Non-Default,6502.33,327.73,0.093,0.5724,0.0426,Fair,36-45
APP_07217,38,100154.0,Self-Employed,548.0,9511,84,104.0,No,Non-Default,8346.17,148.24,0.0302,0.095,0.0125,Poor,36-45
APP_07218,36,28248.0,Freelancer,567.0,20486,120,1370.0,Yes,Non-Default,2354.0,248.55,0.6876,0.7252,0.582,Poor,36-45
APP_07219,22,5000.0,Unemployed,473.0,33998,24,2739.0,No,Default,416.67,1537.64,10.2639,6.7996,6.5735,Very Poor,18-25
APP_07220,30,51998.0,Government,582.0,19476,36,122.0,No,Non-Default,4333.17,610.31,0.169,0.3746,0.0282,Poor,26-35
APP_07221,40,8893.0,Unemployed,474.0,72134,180,675.0,No,Default,741.08,689.35,1.841,8.1113,0.9108,Very Poor,36-45
APP_07222,35,59325.0,Salaried,562.0,161914,60,37.0,No,Non-Default,4943.75,3283.03,0.6716,2.7293,0.0075,Poor,26-35
APP_07223,36,90380.0,Salaried,610.0,23602,12,13.0,No,Non-Default,7531.67,2053.1,0.2743,0.2611,0.0017,Fair,36-45
APP_07224,34,80408.0,Salaried,617.0,73965,60,562.0,No,Non-Default,6700.67,1499.74,0.3077,0.9199,0.0839,Fair,26-35
APP_07225,29,64398.0,Government,535.0,27289,60,147.0,No,Non-Default,5366.5,553.32,0.1305,0.4238,0.0274,Poor,26-35
APP_07226,33,13775.0,Unemployed,417.0,17255,36,1011.0,No,Non-Default,1147.92,540.71,1.3518,1.2526,0.8807,Very Poor,26-35
APP_07227,34,52789.0,Government,515.0,20541,84,359.0,Yes,Default,4399.08,320.16,0.1544,0.3891,0.0816,Poor,26-35
APP_07228,38,47921.0,Salaried,479.0,67164,36,761.0,No,Non-Default,3993.42,2104.68,0.7176,1.4016,0.1906,Very Poor,36-45
APP_07229,41,5000.0,Unemployed,419.0,21735,180,54.0,No,Default,416.67,207.71,0.6281,4.347,0.1296,Very Poor,36-45
APP_07230,36,55692.0,Self-Employed,606.0,25416,84,1037.0,No,Non-Default,4641.0,396.14,0.3088,0.4564,0.2234,Fair,36-45
APP_07231,27,64141.0,Salaried,567.0,14544,180,105.0,No,Non-Default,5345.08,138.99,0.0456,0.2268,0.0196,Poor,26-35
APP_07232,24,39575.0,Self-Employed,529.0,60303,60,419.0,No,Non-Default,3297.92,1222.73,0.4978,1.5238,0.127,Poor,18-25
APP_07233,63,68390.0,Salaried,596.0,52392,60,470.0,No,Non-Default,5699.17,1062.32,0.2689,0.7661,0.0825,Poor,56+
APP_07234,26,73194.0,Self-Employed,580.0,116310,120,346.0,No,Non-Default,6099.5,1411.16,0.2881,1.5891,0.0567,Poor,26-35
APP_07235,32,57054.0,Salaried,619.0,58515,60,1898.0,No,Non-Default,4754.5,1186.47,0.6487,1.0256,0.3992,Fair,26-35
APP_07236,43,120653.0,Self-Employed,514.0,50530,60,179.0,No,Non-Default,10054.42,1024.57,0.1197,0.4188,0.0178,Poor,36-45
APP_07237,41,5000.0,Self-Employed,400.0,57908,60,626.0,Yes,Default,416.67,1174.17,4.3204,11.5816,1.5024,Very Poor,36-45
APP_07238,43,53395.0,Government,485.0,29591,60,499.0,Yes,Non-Default,4449.58,600.0,0.247,0.5542,0.1121,Very Poor,36-45
APP_07239,33,5000.0,Freelancer,381.0,39659,180,16.0,Yes,Non-Default,416.67,379.0,0.948,7.9318,0.0384,Very Poor,26-35
APP_07240,40,88349.0,Self-Employed,577.0,76492,60,991.0,Yes,Non-Default,7362.42,1550.98,0.3453,0.8658,0.1346,Poor,36-45
APP_07241,38,67146.0,Government,548.0,18841,240,181.0,Yes,Non-Default,5595.5,157.59,0.0605,0.2806,0.0323,Poor,36-45
APP_07242,34,41786.0,Government,602.0,141682,180,143.0,No,Non-Default,3482.17,1353.99,0.4299,3.3907,0.0411,Fair,26-35
APP_07243,40,40538.0,Salaried,547.0,60499,84,30.0,No,Non-Default,3378.17,942.95,0.288,1.4924,0.0089,Poor,36-45
APP_07244,48,20559.0,Self-Employed,447.0,182943,240,144.0,Yes,Non-Default,1713.25,1530.21,0.9772,8.8984,0.0841,Very Poor,46-55
APP_07245,37,66272.0,Salaried,564.0,14180,60,483.0,No,Non-Default,5522.67,287.52,0.1395,0.214,0.0875,Poor,36-45
APP_07246,37,58184.0,Salaried,436.0,14179,180,346.0,No,Non-Default,4848.67,135.5,0.0993,0.2437,0.0714,Very Poor,36-45
APP_07247,48,39984.0,Freelancer,508.0,48903,36,314.0,Yes,Non-Default,3332.0,1532.44,0.5542,1.2231,0.0942,Poor,46-55
APP_07248,47,53584.0,Government,525.0,40088,24,803.0,Yes,Non-Default,4465.33,1813.07,0.5859,0.7481,0.1798,Poor,46-55
APP_07249,53,45528.0,Salaried,464.0,25193,84,1552.0,No,Non-Default,3794.0,392.66,0.5126,0.5534,0.4091,Very Poor,46-55
APP_07250,22,71582.0,Government,537.0,13154,48,602.0,No,Non-Default,5965.17,321.13,0.1548,0.1838,0.1009,Poor,18-25
APP_07251,47,61268.0,Government,497.0,29313,84,108.0,No,Non-Default,5105.67,456.88,0.1106,0.4784,0.0212,Very Poor,46-55
APP_07252,44,43784.0,Government,459.0,43204,24,241.0,Yes,Non-Default,3648.67,1954.0,0.6016,0.9868,0.0661,Very Poor,36-45
APP_07253,29,50989.0,Salaried,550.0,12748,360,403.0,No,Non-Default,4249.08,93.54,0.1169,0.25,0.0948,Poor,26-35
APP_07254,40,47535.0,Government,563.0,26152,60,1025.0,No,Non-Default,3961.25,530.27,0.3926,0.5502,0.2588,Poor,36-45
APP_07255,48,93118.0,Salaried,604.0,49313,12,396.0,No,Non-Default,7759.83,4289.66,0.6038,0.5296,0.051,Fair,46-55
APP_07256,29,104892.0,Self-Employed,573.0,68197,60,337.0,No,Non-Default,8741.0,1382.79,0.1967,0.6502,0.0386,Poor,26-35
APP_07257,42,62470.0,Salaried,500.0,28883,120,150.0,No,Non-Default,5205.83,350.43,0.0961,0.4623,0.0288,Very Poor,36-45
APP_07258,46,99144.0,Salaried,567.0,19132,180,346.0,No,Non-Default,8262.0,182.84,0.064,0.193,0.0419,Poor,46-55
APP_07259,27,71136.0,Freelancer,535.0,39821,60,191.0,No,Non-Default,5928.0,807.43,0.1684,0.5598,0.0322,Poor,26-35
APP_07260,36,71925.0,Self-Employed,504.0,30778,24,415.0,No,Non-Default,5993.75,1392.01,0.3015,0.4279,0.0692,Poor,36-45
APP_07261,41,56788.0,Salaried,578.0,11248,240,826.0,Yes,Default,4732.33,94.08,0.1944,0.1981,0.1745,Poor,36-45
APP_07262,30,57752.0,Salaried,516.0,25326,360,1456.0,No,Non-Default,4812.67,185.83,0.3411,0.4385,0.3025,Poor,26-35
APP_07263,29,27850.0,Freelancer,521.0,22655,24,829.0,No,Non-Default,2320.83,1024.62,0.7987,0.8135,0.3572,Poor,26-35
APP_07264,36,99679.0,Salaried,518.0,36983,24,881.0,Yes,Non-Default,8306.58,1672.64,0.3074,0.371,0.1061,Poor,36-45
APP_07265,46,45923.0,Government,475.0,20191,60,221.0,No,Non-Default,3826.92,409.4,0.1647,0.4397,0.0577,Very Poor,46-55
APP_07266,44,82366.0,Salaried,605.0,23417,60,594.0,No,Non-Default,6863.83,474.81,0.1557,0.2843,0.0865,Fair,36-45
APP_07267,29,78810.0,Salaried,601.0,31390,84,245.0,No,Non-Default,6567.5,489.25,0.1118,0.3983,0.0373,Fair,26-35
APP_07268,44,58902.0,Salaried,468.0,60518,48,12.0,No,Non-Default,4908.5,1477.42,0.3034,1.0274,0.0024,Very Poor,36-45
APP_07269,29,143351.0,Self-Employed,667.0,39114,24,1079.0,Yes,Non-Default,11945.92,1769.02,0.2384,0.2729,0.0903,Fair,26-35
APP_07270,22,33818.0,Salaried,508.0,306176,84,26.0,Yes,Non-Default,2818.17,4772.12,1.7026,9.0536,0.0092,Poor,18-25
APP_07271,34,63406.0,Salaried,499.0,13201,36,61.0,No,Non-Default,5283.83,413.67,0.0898,0.2082,0.0115,Very Poor,26-35
APP_07272,49,8087.0,Unemployed,472.0,75308,48,9.0,Yes,Default,673.92,1838.49,2.7414,9.3122,0.0134,Very Poor,46-55
APP_07273,44,113620.0,Self-Employed,529.0,34116,84,34.0,No,Non-Default,9468.33,531.74,0.0598,0.3003,0.0036,Poor,36-45
APP_07274,37,72071.0,Salaried,501.0,11903,36,30.0,No,Non-Default,6005.92,373.0,0.0671,0.1652,0.005,Poor,36-45
APP_07275,33,19544.0,Self-Employed,501.0,26830,60,565.0,No,Non-Default,1628.67,544.02,0.6809,1.3728,0.3469,Poor,26-35
APP_07276,34,72873.0,Government,550.0,10820,120,960.0,No,Non-Default,6072.75,131.28,0.1797,0.1485,0.1581,Poor,26-35
APP_07277,39,74709.0,Salaried,555.0,38797,24,796.0,No,Non-Default,6225.75,1754.68,0.4097,0.5193,0.1279,Poor,36-45
APP_07278,27,44290.0,Salaried,498.0,28453,84,492.0,Yes,Non-Default,3690.83,443.47,0.2535,0.6424,0.1333,Very Poor,26-35
APP_07279,34,38705.0,Freelancer,526.0,20991,60,770.0,Yes,Non-Default,3225.42,425.62,0.3707,0.5423,0.2387,Poor,26-35
APP_07280,35,34504.0,Self-Employed,522.0,15551,24,304.0,No,Non-Default,2875.33,703.33,0.3503,0.4507,0.1057,Poor,26-35
APP_07281,24,74020.0,Self-Employed,590.0,81908,120,1184.0,No,Non-Default,6168.33,993.77,0.3531,1.1066,0.1919,Poor,18-25
APP_07282,29,68002.0,Salaried,548.0,31959,48,308.0,No,Non-Default,5666.83,780.21,0.192,0.47,0.0544,Poor,26-35
APP_07283,42,58307.0,Salaried,508.0,42941,36,14.0,Yes,Non-Default,4858.92,1345.61,0.2798,0.7365,0.0029,Poor,36-45
APP_07284,38,64233.0,Self-Employed,508.0,41835,48,606.0,Yes,Non-Default,5352.75,1021.31,0.304,0.6513,0.1132,Poor,36-45
APP_07285,34,32745.0,Salaried,437.0,39594,60,888.0,Yes,Non-Default,2728.75,802.82,0.6196,1.2092,0.3254,Very Poor,26-35
APP_07286,28,91803.0,Self-Employed,556.0,27966,84,127.0,Yes,Non-Default,7650.25,435.88,0.0736,0.3046,0.0166,Poor,26-35
APP_07287,53,12644.0,Self-Employed,430.0,122282,36,191.0,No,Default,1053.67,3831.87,3.818,9.6711,0.1813,Very Poor,46-55
APP_07288,29,65621.0,Salaried,618.0,217304,240,593.0,Yes,Non-Default,5468.42,1817.62,0.4408,3.3115,0.1084,Fair,26-35
APP_07289,40,5000.0,Unemployed,397.0,115649,48,426.0,No,Non-Default,416.67,2823.33,7.7983,23.1298,1.0224,Very Poor,36-45
APP_07290,33,58606.0,Government,580.0,36943,36,1103.0,No,Non-Default,4883.83,1157.66,0.4629,0.6304,0.2258,Poor,26-35
APP_07291,38,44889.0,Freelancer,494.0,34961,36,324.0,No,Non-Default,3740.75,1095.55,0.3795,0.7788,0.0866,Very Poor,36-45
APP_07292,42,73066.0,Salaried,539.0,87047,24,558.0,No,Non-Default,6088.83,3936.9,0.7382,1.1913,0.0916,Poor,36-45
APP_07293,24,82245.0,Salaried,582.0,19809,360,158.0,No,Non-Default,6853.75,145.35,0.0443,0.2409,0.0231,Poor,18-25
APP_07294,37,116665.0,Self-Employed,542.0,142664,84,1325.0,Yes,Non-Default,9722.08,2223.59,0.365,1.2229,0.1363,Poor,36-45
APP_07295,49,32799.0,Salaried,450.0,68400,120,230.0,No,Non-Default,2733.25,829.88,0.3878,2.0854,0.0841,Very Poor,46-55
APP_07296,55,11534.0,Unemployed,397.0,29033,60,387.0,Yes,Default,961.17,588.68,1.0151,2.5172,0.4026,Very Poor,46-55
APP_07297,36,105218.0,Salaried,577.0,45502,60,479.0,No,Non-Default,8768.17,922.62,0.1599,0.4325,0.0546,Poor,36-45
APP_07298,38,84168.0,Self-Employed,520.0,59964,360,146.0,No,Non-Default,7014.0,439.99,0.0835,0.7124,0.0208,Poor,36-45
APP_07299,60,48373.0,Salaried,579.0,25796,36,190.0,No,Non-Default,4031.08,808.35,0.2477,0.5333,0.0471,Poor,56+
APP_07300,49,77210.0,Self-Employed,526.0,83074,48,349.0,No,Non-Default,6434.17,2028.08,0.3694,1.0759,0.0542,Poor,46-55
APP_07301,31,57326.0,Salaried,407.0,100535,36,157.0,No,Non-Default,4777.17,3150.4,0.6923,1.7537,0.0329,Very Poor,26-35
APP_07302,31,38823.0,Self-Employed,482.0,29433,48,69.0,Yes,Non-Default,3235.25,718.55,0.2434,0.7581,0.0213,Very Poor,26-35
APP_07303,47,82382.0,Salaried,603.0,24821,84,905.0,Yes,Non-Default,6865.17,386.87,0.1882,0.3013,0.1318,Fair,46-55
APP_07304,27,65012.0,Government,619.0,33378,48,196.0,No,Non-Default,5417.67,814.85,0.1866,0.5134,0.0362,Fair,26-35
APP_07305,48,38309.0,Salaried,487.0,14393,180,268.0,No,Non-Default,3192.42,137.55,0.127,0.3757,0.0839,Very Poor,46-55
APP_07306,41,56880.0,Government,499.0,9565,12,346.0,No,Non-Default,4740.0,832.04,0.2485,0.1682,0.073,Very Poor,36-45
APP_07307,43,51202.0,Government,516.0,25677,48,923.0,Yes,Non-Default,4266.83,626.85,0.3632,0.5015,0.2163,Poor,36-45
APP_07308,35,32968.0,Salaried,511.0,16848,180,75.0,No,Non-Default,2747.33,161.01,0.0859,0.511,0.0273,Poor,26-35
APP_07309,31,19533.0,Freelancer,414.0,149727,84,491.0,Yes,Default,1627.75,2333.68,1.7353,7.6653,0.3016,Very Poor,26-35
APP_07310,52,39680.0,Salaried,488.0,25210,120,216.0,No,Non-Default,3306.67,305.87,0.1578,0.6353,0.0653,Very Poor,46-55
APP_07311,35,11532.0,Unemployed,457.0,52290,48,1018.0,Yes,Non-Default,961.0,1276.55,2.3877,4.5343,1.0593,Very Poor,26-35
APP_07312,33,63971.0,Self-Employed,538.0,21970,48,541.0,No,Non-Default,5330.92,536.35,0.2021,0.3434,0.1015,Poor,26-35
APP_07313,37,45816.0,Salaried,502.0,151113,240,78.0,No,Non-Default,3818.0,1263.97,0.3515,3.2983,0.0204,Poor,36-45
APP_07314,39,57162.0,Salaried,479.0,31097,120,176.0,No,Non-Default,4763.5,377.29,0.1162,0.544,0.0369,Very Poor,36-45
APP_07315,27,79950.0,Salaried,576.0,13427,48,18.0,Yes,Non-Default,6662.5,327.79,0.0519,0.1679,0.0027,Poor,26-35
APP_07316,32,14853.0,Unemployed,462.0,62081,36,736.0,No,Default,1237.75,1945.39,2.1663,4.1797,0.5946,Very Poor,26-35
APP_07317,31,85037.0,Salaried,564.0,44692,24,266.0,No,Non-Default,7086.42,2021.3,0.3228,0.5256,0.0375,Poor,26-35
APP_07318,46,40890.0,Freelancer,448.0,95078,180,24.0,Yes,Default,3407.5,908.61,0.2737,2.3252,0.007,Very Poor,46-55
APP_07319,29,136089.0,Self-Employed,673.0,32103,84,6.0,No,Non-Default,11340.75,500.36,0.0446,0.2359,0.0005,Fair,26-35
APP_07320,22,14784.0,Unemployed,416.0,39588,84,1556.0,No,Default,1232.0,617.03,1.7638,2.6778,1.263,Very Poor,18-25
APP_07321,22,55221.0,Salaried,604.0,10873,120,956.0,Yes,Non-Default,4601.75,131.92,0.2364,0.1969,0.2077,Fair,18-25
APP_07322,23,83253.0,Self-Employed,505.0,70854,240,203.0,No,Non-Default,6937.75,592.65,0.1147,0.8511,0.0293,Poor,18-25
APP_07323,51,36317.0,Self-Employed,533.0,38183,120,363.0,Yes,Non-Default,3026.42,463.27,0.273,1.0514,0.1199,Poor,46-55
APP_07324,38,39488.0,Freelancer,404.0,32880,60,428.0,No,Non-Default,3290.67,666.69,0.3327,0.8327,0.1301,Very Poor,36-45
APP_07325,43,73599.0,Salaried,437.0,30229,36,362.0,Yes,Non-Default,6133.25,947.27,0.2135,0.4107,0.059,Very Poor,36-45
APP_07326,43,77233.0,Salaried,527.0,28974,120,184.0,Yes,Non-Default,6436.08,351.53,0.0832,0.3752,0.0286,Poor,36-45
APP_07327,38,56796.0,Salaried,412.0,71626,36,247.0,No,Non-Default,4733.0,2244.5,0.5264,1.2611,0.0522,Very Poor,36-45
APP_07328,37,94210.0,Freelancer,616.0,17318,120,346.0,No,Non-Default,7850.83,210.12,0.0708,0.1838,0.0441,Fair,36-45
APP_07329,48,61555.0,Salaried,531.0,65827,48,16.0,No,Non-Default,5129.58,1607.03,0.3164,1.0694,0.0031,Poor,46-55
APP_07330,39,21256.0,Self-Employed,543.0,10053,36,84.0,No,Non-Default,1771.33,315.02,0.2253,0.4729,0.0474,Poor,36-45
APP_07331,51,89265.0,Salaried,564.0,7838,36,6.0,No,Non-Default,7438.75,245.61,0.0338,0.0878,0.0008,Poor,46-55
APP_07332,44,65285.0,Government,550.0,112261,36,283.0,Yes,Non-Default,5440.42,3517.85,0.6986,1.7196,0.052,Poor,36-45
APP_07333,31,13853.0,Unemployed,449.0,16021,48,346.0,No,Non-Default,1154.42,391.12,0.6385,1.1565,0.2997,Very Poor,26-35
APP_07334,33,63727.0,Self-Employed,492.0,39522,36,99.0,No,Non-Default,5310.58,1238.48,0.2519,0.6202,0.0186,Very Poor,26-35
APP_07335,30,72866.0,Salaried,528.0,29307,36,381.0,No,Non-Default,6072.17,918.37,0.214,0.4022,0.0627,Poor,26-35
APP_07336,50,97380.0,Salaried,524.0,47826,48,196.0,No,Non-Default,8115.0,1167.57,0.168,0.4911,0.0242,Poor,46-55
APP_07337,33,69032.0,Salaried,562.0,37839,180,63.0,No,Non-Default,5752.67,361.61,0.0738,0.5481,0.011,Poor,26-35
APP_07338,30,35599.0,Salaried,479.0,83650,24,68.0,No,Non-Default,2966.58,3783.26,1.2982,2.3498,0.0229,Very Poor,26-35
APP_07339,41,5000.0,Freelancer,444.0,11575,48,481.0,No,Non-Default,416.67,282.58,1.8326,2.315,1.1544,Very Poor,36-45
APP_07340,37,93459.0,Self-Employed,720.0,62115,60,62.0,No,Non-Default,7788.25,1259.47,0.1697,0.6646,0.008,Good,36-45
APP_07341,40,5000.0,Unemployed,429.0,34855,180,402.0,Yes,Default,416.67,333.09,1.7642,6.971,0.9648,Very Poor,36-45
APP_07342,56,63005.0,Salaried,550.0,10659,48,105.0,No,Non-Default,5250.42,260.22,0.0696,0.1692,0.02,Poor,56+
APP_07343,47,30436.0,Freelancer,484.0,23767,48,1005.0,No,Non-Default,2536.33,580.22,0.625,0.7809,0.3962,Very Poor,46-55
APP_07344,38,49168.0,Self-Employed,572.0,10065,120,25.0,No,Non-Default,4097.33,122.12,0.0359,0.2047,0.0061,Poor,36-45
APP_07345,23,53215.0,Self-Employed,532.0,9522,48,244.0,No,Non-Default,4434.58,232.46,0.1074,0.1789,0.055,Poor,18-25
APP_07346,33,51502.0,Salaried,504.0,25608,180,716.0,No,Non-Default,4291.83,244.72,0.2238,0.4972,0.1668,Poor,26-35
APP_07347,45,107168.0,Self-Employed,713.0,93814,60,691.0,No,Non-Default,8930.67,1902.21,0.2904,0.8754,0.0774,Good,36-45
APP_07348,26,100077.0,Self-Employed,545.0,46634,60,346.0,No,Non-Default,8339.75,945.57,0.1549,0.466,0.0415,Poor,26-35
APP_07349,59,23256.0,Freelancer,466.0,102693,60,109.0,No,Non-Default,1938.0,2082.24,1.1307,4.4158,0.0562,Very Poor,56+
APP_07350,38,5000.0,Unemployed,495.0,38590,24,395.0,No,Default,416.67,1745.32,5.1367,7.718,0.948,Very Poor,36-45
APP_07351,38,72582.0,Salaried,507.0,125468,48,576.0,No,Non-Default,6048.5,3063.04,0.6016,1.7286,0.0952,Poor,36-45
APP_07352,31,86050.0,Salaried,606.0,115528,36,697.0,Yes,Non-Default,7170.83,3620.23,0.6021,1.3426,0.0972,Fair,26-35
APP_07353,42,116299.0,Self-Employed,588.0,16983,84,484.0,No,Non-Default,9691.58,264.7,0.0773,0.146,0.0499,Poor,36-45
APP_07354,26,44898.0,Self-Employed,558.0,38437,240,764.0,No,Non-Default,3741.5,321.5,0.2901,0.8561,0.2042,Poor,26-35
APP_07355,59,84786.0,Salaried,615.0,20374,36,289.0,No,Non-Default,7065.5,638.45,0.1313,0.2403,0.0409,Fair,56+
APP_07356,51,13027.0,Freelancer,457.0,32342,24,411.0,No,Non-Default,1085.58,1462.74,1.726,2.4827,0.3786,Very Poor,46-55
APP_07357,47,10376.0,Unemployed,407.0,136840,60,283.0,No,Default,864.67,2774.62,3.5362,13.1881,0.3273,Very Poor,46-55
APP_07358,24,15896.0,Unemployed,446.0,21735,48,715.0,Yes,Default,1324.67,530.61,0.9403,1.3673,0.5398,Very Poor,18-25
APP_07359,40,23423.0,Salaried,476.0,14059,12,96.0,No,Non-Default,1951.92,1222.97,0.6757,0.6002,0.0492,Very Poor,36-45
APP_07360,50,83114.0,Government,608.0,14823,240,145.0,Yes,Non-Default,6926.17,123.99,0.0388,0.1783,0.0209,Fair,46-55
APP_07361,43,68880.0,Freelancer,559.0,26466,240,906.0,No,Non-Default,5740.0,221.37,0.1964,0.3842,0.1578,Poor,36-45
APP_07362,27,102645.0,Self-Employed,619.0,500000,180,626.0,No,Non-Default,8553.75,4778.26,0.6318,4.8712,0.0732,Fair,26-35
APP_07363,31,46224.0,Self-Employed,527.0,117978,48,664.0,No,Non-Default,3852.0,2880.19,0.9201,2.5523,0.1724,Poor,26-35
APP_07364,33,57182.0,Government,568.0,5000,24,52.0,No,Non-Default,4765.17,226.14,0.0584,0.0874,0.0109,Poor,26-35
APP_07365,31,107664.0,Self-Employed,531.0,35290,84,331.0,No,Non-Default,8972.0,550.04,0.0982,0.3278,0.0369,Poor,26-35
APP_07366,53,42546.0,Salaried,513.0,21956,48,415.0,No,Non-Default,3545.5,536.01,0.2682,0.5161,0.117,Poor,46-55
APP_07367,22,59949.0,Self-Employed,551.0,79942,36,756.0,Yes,Non-Default,4995.75,2505.09,0.6528,1.3335,0.1513,Poor,18-25
APP_07368,44,111863.0,Self-Employed,584.0,14140,84,274.0,No,Non-Default,9321.92,220.39,0.053,0.1264,0.0294,Poor,36-45
APP_07369,25,35108.0,Salaried,544.0,15848,120,389.0,No,Non-Default,2925.67,192.28,0.1987,0.4514,0.133,Poor,18-25
APP_07370,28,61989.0,Government,582.0,22989,60,136.0,No,Non-Default,5165.75,466.13,0.1166,0.3709,0.0263,Poor,26-35
APP_07371,22,13414.0,Freelancer,522.0,20881,48,346.0,No,Non-Default,1117.83,509.77,0.7656,1.5567,0.3095,Poor,18-25
APP_07372,32,46965.0,Self-Employed,473.0,61159,60,1226.0,Yes,Non-Default,3913.75,1240.08,0.6301,1.3022,0.3133,Very Poor,26-35
APP_07373,53,54908.0,Salaried,540.0,27787,84,311.0,Yes,Non-Default,4575.67,433.09,0.1626,0.5061,0.068,Poor,46-55
APP_07374,40,59949.0,Self-Employed,640.0,81031,24,287.0,Yes,Non-Default,4995.75,3664.81,0.791,1.3517,0.0574,Fair,36-45
APP_07375,26,50984.0,Salaried,592.0,18991,60,198.0,No,Non-Default,4248.67,385.07,0.1372,0.3725,0.0466,Poor,26-35
APP_07376,48,67510.0,Salaried,465.0,72591,84,155.0,No,Non-Default,5625.83,1131.42,0.2287,1.0753,0.0276,Very Poor,46-55
APP_07377,50,55947.0,Self-Employed,524.0,14391,24,403.0,No,Non-Default,4662.25,650.87,0.226,0.2572,0.0864,Poor,46-55
APP_07378,39,61428.0,Self-Employed,522.0,59385,60,92.0,No,Non-Default,5119.0,1204.11,0.2532,0.9667,0.018,Poor,36-45
APP_07379,58,123773.0,Self-Employed,702.0,24345,48,444.0,No,Non-Default,10314.42,594.33,0.1007,0.1967,0.043,Good,56+
APP_07380,46,41995.0,Salaried,393.0,74110,180,411.0,Yes,Default,3499.58,708.23,0.3198,1.7647,0.1174,Very Poor,46-55
APP_07381,44,106570.0,Self-Employed,545.0,5152,60,592.0,No,Non-Default,8880.83,104.46,0.0784,0.0483,0.0667,Poor,36-45
APP_07382,29,64978.0,Salaried,609.0,19407,60,127.0,No,Non-Default,5414.83,393.5,0.0961,0.2987,0.0235,Fair,26-35
APP_07383,44,7395.0,Unemployed,430.0,92471,36,605.0,No,Default,616.25,2897.71,5.6839,12.5045,0.9817,Very Poor,36-45
APP_07384,40,37386.0,Self-Employed,432.0,30900,360,8.0,Yes,Non-Default,3115.5,226.73,0.0753,0.8265,0.0026,Very Poor,36-45
APP_07385,43,24367.0,Freelancer,553.0,9311,360,382.0,Yes,Non-Default,2030.58,68.32,0.2218,0.3821,0.1881,Poor,36-45
APP_07386,31,50227.0,Salaried,444.0,20628,48,929.0,No,Non-Default,4185.58,503.59,0.3423,0.4107,0.222,Very Poor,26-35
APP_07387,39,61998.0,Salaried,584.0,49358,240,650.0,Yes,Non-Default,5166.5,412.85,0.2057,0.7961,0.1258,Poor,36-45
APP_07388,29,16828.0,Unemployed,389.0,18982,84,951.0,No,Non-Default,1402.33,295.86,0.8891,1.128,0.6782,Very Poor,26-35
APP_07389,22,58995.0,Salaried,456.0,91935,120,80.0,No,Non-Default,4916.25,1115.43,0.2432,1.5584,0.0163,Very Poor,18-25
APP_07390,47,71834.0,Self-Employed,557.0,86515,24,634.0,No,Non-Default,5986.17,3912.84,0.7596,1.2044,0.1059,Poor,46-55
APP_07391,22,77060.0,Self-Employed,512.0,61955,12,316.0,No,Non-Default,6421.67,5389.37,0.8885,0.804,0.0492,Poor,18-25
APP_07392,39,74535.0,Salaried,565.0,82840,60,195.0,No,Non-Default,6211.25,1679.7,0.3018,1.1114,0.0314,Poor,36-45
APP_07393,41,65737.0,Government,628.0,24049,24,219.0,No,Non-Default,5478.08,1087.67,0.2385,0.3658,0.04,Fair,36-45
APP_07394,41,31456.0,Self-Employed,480.0,119336,240,53.0,No,Non-Default,2621.33,998.17,0.401,3.7937,0.0202,Very Poor,36-45
APP_07395,35,59358.0,Salaried,610.0,85862,180,596.0,No,Non-Default,4946.5,820.54,0.2864,1.4465,0.1205,Fair,26-35
APP_07396,40,89548.0,Salaried,589.0,32757,120,499.0,Yes,Non-Default,7462.33,397.43,0.1201,0.3658,0.0669,Poor,36-45
APP_07397,42,38677.0,Salaried,546.0,9885,12,82.0,Yes,Non-Default,3223.08,859.88,0.2922,0.2556,0.0254,Poor,36-45
APP_07398,45,59949.0,Government,411.0,5467,60,392.0,Yes,Non-Default,4995.75,110.85,0.1007,0.0912,0.0785,Very Poor,36-45
APP_07399,55,41924.0,Freelancer,535.0,80156,24,69.0,No,Non-Default,3493.67,3625.24,1.0574,1.9119,0.0198,Poor,46-55
APP_07400,40,53666.0,Salaried,545.0,10008,240,187.0,No,Non-Default,4472.17,83.71,0.0605,0.1865,0.0418,Poor,36-45
APP_07401,38,96815.0,Salaried,566.0,17377,84,22.0,Yes,Default,8067.92,270.84,0.0363,0.1795,0.0027,Poor,36-45
APP_07402,28,45663.0,Freelancer,604.0,53192,36,485.0,No,Default,3805.25,1666.84,0.5655,1.1649,0.1275,Fair,26-35
APP_07403,42,132890.0,Self-Employed,612.0,12838,60,6.0,No,Non-Default,11074.17,260.31,0.024,0.0966,0.0005,Fair,36-45
APP_07404,44,80196.0,Self-Employed,479.0,254604,24,151.0,No,Non-Default,6683.0,11515.05,1.7456,3.1748,0.0226,Very Poor,36-45
