Customer_ID,Region,Customer_Type,Product_Line,Deployment_Type,Subscription_Model,Active_Devices,Monthly_Usage_Hours,Support_Tickets_Monthly,Renewal_Probability,Avg_Response_Time_Minutes,Monthly_Cost_USD,Integration_Count,Training_Completed,SLA_Compliance,Customer_Satisfaction_Score,Business_Tier
db9cbf1a-4138-44d5-8d88-dc257341a17a,Latin America,SMB,Cisco DNA,Hybrid,Recurring License,8421,705.79,2,0.84,15.61,15259.1,7,1,96.63,3,Tier 2
01f6f7ea-2d8f-4a0d-9b49-019d114f874f,North America,Enterprise,Cisco DNA,Cloud,Usage-Based,3585,457.05,6,0.56,21.87,15424.95,8,1,91.29,2,Tier 3
119c54b4-0943-414b-b0f3-3c3274600dec,North America,Healthcare,Cisco+,Hybrid,Usage-Based,1030,739.02,3,0.94,11.95,20753.72,7,1,90.84,3,Tier 1
63c74a8f-a4a8-4fce-91a6-f523227f00ca,Asia Pacific,Enterprise,Licensing Platform,Hybrid,Recurring License,608,555.09,4,0.39,15.94,16115.0,6,0,89.75,1,Tier 1
b6cfa5ce-d9a0-41fc-909b-9d748309a5b1,Europe,Healthcare,Cisco DNA,Hybrid,Usage-Based,651,610.66,5,0.39,19.67,11148.32,9,1,96.65,3,Tier 1
328262c1-494b-4145-8c7a-703d8eb13833,Latin America,Government,Cisco+,Cloud,Recurring License,1943,731.56,2,0.78,26.63,13961.73,5,0,92.17,2,Tier 2
e8579136-0f88-4640-9185-8a1e118475c3,Latin America,Government,Cisco+,On-Premises,Usage-Based,796,580.23,3,0.68,16.06,13905.88,5,0,94.33,3,Tier 2
fe55a0b5-811d-47dc-89d1-8e3315dd17be,Asia Pacific,Education,Cisco DNA,Hybrid,Usage-Based,5335,576.09,5,0.89,29.02,20630.54,3,0,85.98,5,Tier 3
6ad9ba47-65d5-46d5-bc9b-36be1237c262,Latin America,SMB,Cisco DNA,Hybrid,Recurring License,9371,656.94,3,0.33,27.45,7008.1,2,1,98.9,3,Tier 3
93b8e372-179c-4765-b7ca-fde6363e832f,Asia Pacific,Enterprise,Cisco DNA,On-Premises,Usage-Based,8944,134.83,0,0.84,16.9,5120.75,5,1,92.78,5,Tier 2
674ac09e-cefb-4427-a980-d745f59647e0,Latin America,Government,Cisco DNA,Cloud,Usage-Based,7579,489.01,5,0.84,21.1,18696.58,3,0,87.84,5,Tier 1
659a6ac7-6c3b-472a-b057-fbac0eca2036,Latin America,Education,Cisco+,Cloud,SaaS,8103,409.61,3,0.96,25.84,11875.72,4,1,94.45,2,Tier 3
a161e15f-5cff-4a54-83a3-adf895d60748,Asia Pacific,SMB,Cisco DNA,On-Premises,Recurring License,7363,506.64,2,0.45,18.95,12929.0,9,0,92.52,4,Tier 2
102cc276-41b0-4dd8-866c-82e385c6dbb0,Middle East & Africa,SMB,Licensing Platform,Hybrid,Usage-Based,325,664.57,0,0.71,8.71,15723.14,3,0,94.77,2,Tier 1
970e1000-0f08-4a29-be60-8e5ea01e62b1,Middle East & Africa,Education,Meraki,Cloud,SaaS,1611,755.81,2,0.49,15.1,12628.23,7,0,87.26,2,Tier 3
bd712017-6778-4c50-915e-098552fdbaca,Europe,SMB,Cisco+,Hybrid,Recurring License,1387,307.33,3,0.49,18.46,22851.99,6,0,85.99,5,Tier 2
bf763d6e-3f98-4a99-860b-90e9f12ae759,Middle East & Africa,Healthcare,Licensing Platform,On-Premises,Recurring License,5692,472.91,5,0.62,31.73,12083.14,6,1,89.17,5,Tier 1
91f1226f-0257-4273-b6b5-6c5886f949e7,Middle East & Africa,Education,Cisco+,Cloud,Usage-Based,8111,422.84,6,0.65,22.77,14278.37,5,0,93.6,3,Tier 2
f21e5747-d949-45ec-92d8-1c1982d2b19e,Asia Pacific,SMB,Meraki,Cloud,SaaS,1027,170.09,4,0.94,20.49,12197.03,3,1,86.49,3,Tier 3
bf78a9ad-c719-4958-aa2e-f22905fe187b,Latin America,Healthcare,Meraki,On-Premises,Recurring License,248,397.32,9,0.69,18.74,12200.35,3,0,86.38,1,Tier 1
b47ee7c1-da21-49bf-a292-3932aaef7e22,Asia Pacific,Enterprise,Licensing Platform,Hybrid,Recurring License,7747,598.23,4,0.41,17.94,10694.31,1,1,90.52,1,Tier 2
177a92f7-e068-4b51-9dd5-2f2290bcee3b,Europe,SMB,Cisco+,Hybrid,SaaS,5539,311.59,3,0.72,23.05,8077.55,4,0,98.63,1,Tier 1
66b1540d-11fa-42a4-adef-7197ec8d3b40,North America,Education,Licensing Platform,Cloud,SaaS,2520,326.31,3,0.41,15.3,13199.67,6,0,88.14,4,Tier 2
2bc9cfb3-4494-4305-828a-467dc5db968f,Latin America,SMB,Cisco+,Hybrid,Recurring License,9104,449.95,6,0.71,19.01,12450.11,3,1,91.73,4,Tier 1
2a722f5c-dcb3-462d-aa64-7b15e1157c49,North America,Enterprise,Cisco+,Hybrid,Recurring License,6105,946.71,5,0.8,15.11,14434.86,3,1,87.64,1,Tier 3
58e0a748-85f3-4d4c-adb8-3669b642423f,Europe,Education,Meraki,On-Premises,SaaS,6589,336.68,3,0.66,21.23,10969.41,9,1,97.55,2,Tier 2
2b6d5059-b3dd-4b30-a1bd-8cd769adda97,Latin America,SMB,Cisco+,Hybrid,Usage-Based,3597,511.5,4,0.48,23.86,14679.44,1,0,97.05,5,Tier 2
dd354654-bd87-4273-a6bd-896bd42e88f5,Europe,Healthcare,Meraki,Cloud,Recurring License,479,450.8,3,0.93,11.52,19006.27,4,0,91.68,1,Tier 2
43f1c210-3f2c-4a42-948c-26c64c4a7044,Europe,Government,Meraki,Hybrid,SaaS,2525,481.91,5,1.0,17.06,9052.9,1,0,90.31,2,Tier 1
f239dc2d-9e2b-465b-9ab8-2d3d1472abbc,Asia Pacific,Healthcare,Cisco+,Cloud,Recurring License,5321,607.37,2,0.58,29.25,17343.46,6,0,89.99,5,Tier 3
5e51ee85-9dfe-45ca-a894-8af82a6bcb75,North America,Enterprise,Licensing Platform,Cloud,Recurring License,9084,703.31,3,0.45,18.89,11591.4,3,1,98.88,2,Tier 1
c161390d-4049-48c5-8954-7e9dad7f3d2d,Latin America,Education,Licensing Platform,Hybrid,Recurring License,8070,594.37,5,0.67,18.09,12622.4,6,0,88.3,1,Tier 3
e7341dc9-5673-4895-b22a-57964f3bd872,North America,Education,Cisco DNA,On-Premises,Recurring License,7091,620.79,6,0.43,14.04,18840.0,4,1,97.07,3,Tier 2
b6c7f611-b008-4984-9a8b-8e38f653bd4b,Asia Pacific,Education,Licensing Platform,On-Premises,Usage-Based,6635,455.35,3,0.37,15.27,16122.16,7,1,88.11,1,Tier 2
3cafa1b7-52d0-4400-9791-2076e935433b,Middle East & Africa,SMB,Cisco+,Cloud,SaaS,7027,634.91,6,0.71,22.46,6567.33,8,1,85.76,3,Tier 3
555a3b7c-b2e7-4af2-9c50-746c6801bc7c,North America,Government,Licensing Platform,Cloud,SaaS,2872,600.48,3,0.34,20.7,12011.71,8,1,99.11,5,Tier 3
c89a01de-c44f-40d4-8b65-1dda616066e2,Middle East & Africa,Healthcare,Licensing Platform,Cloud,Usage-Based,5561,499.24,3,0.82,27.52,17937.36,3,0,89.91,2,Tier 3
c6d70dd2-41a9-4bd1-9320-c9fc50b149b4,Europe,Healthcare,Cisco+,Cloud,Recurring License,2815,243.68,2,0.46,24.76,16917.72,5,1,91.95,4,Tier 2
70deac5c-31eb-40d9-a35e-6369db53a86b,Asia Pacific,Government,Cisco+,Cloud,SaaS,6947,641.15,7,0.85,22.38,12695.89,3,1,94.72,1,Tier 1
1cd49a70-86f5-4cc3-a9b2-137f0d4e18eb,Latin America,Healthcare,Meraki,On-Premises,Recurring License,9785,530.7,6,0.66,21.94,18210.12,2,0,85.71,5,Tier 2
3c8fe10a-2a93-4544-bbe0-f32f31e17450,Latin America,SMB,Meraki,Cloud,Recurring License,9963,432.24,3,0.42,16.81,14437.26,7,0,96.82,2,Tier 1
ffaf0ddd-c784-44c0-9b48-93cff4da0c2d,Europe,Enterprise,Meraki,Cloud,Usage-Based,3315,525.93,5,0.34,19.17,10921.63,3,1,96.88,4,Tier 2
03e4f83a-fac1-4745-b1bd-5815e8616db1,Latin America,Government,Cisco DNA,Cloud,Recurring License,629,536.39,4,0.62,16.93,13724.42,9,0,92.79,4,Tier 1
40471ec1-7944-4791-8386-387321326461,North America,Healthcare,Cisco+,Cloud,SaaS,7572,304.39,2,0.76,23.77,16625.28,9,0,89.68,3,Tier 2
caaa5867-b7bd-4faa-a601-b8431726a52d,Asia Pacific,Enterprise,Licensing Platform,Hybrid,Recurring License,9873,655.54,3,0.79,16.0,9930.53,5,1,99.63,1,Tier 3
3a4dd7de-f788-454d-8a42-aae9b94803ba,Latin America,Education,Meraki,Cloud,SaaS,1917,511.23,0,0.62,23.81,17799.42,2,1,86.83,2,Tier 3
d0a8b827-d2cc-4716-8021-44f1ce831487,Middle East & Africa,Education,Licensing Platform,Hybrid,SaaS,960,611.63,4,0.63,17.3,12378.57,4,1,98.3,4,Tier 2
47c900f4-800e-44fd-be75-1891d3a55e2c,Latin America,Healthcare,Cisco DNA,Hybrid,SaaS,4934,418.89,5,0.95,19.85,16498.52,2,1,99.99,4,Tier 3
8423ee77-2e45-44a8-82be-905ecec63094,North America,Education,Cisco+,Hybrid,SaaS,7465,264.03,4,0.9,19.94,17357.02,2,0,98.69,5,Tier 2
84fa31ab-1c41-4ae7-991c-857e92763d6c,Asia Pacific,Education,Licensing Platform,On-Premises,SaaS,9403,622.38,6,0.6,29.42,16469.37,6,0,91.09,2,Tier 1
01f5c021-73d9-4539-aaa8-c03279f9c6ea,Middle East & Africa,Education,Meraki,Hybrid,Usage-Based,6423,468.54,4,0.87,19.54,17571.38,8,0,91.03,1,Tier 2
a9fa9c47-62a6-4173-a646-3ba8c4e80814,Latin America,Government,Cisco DNA,Hybrid,Usage-Based,4726,506.51,5,0.82,18.93,14375.37,3,1,87.31,4,Tier 3
1f70fd34-d4ec-413f-b184-4a35094769b1,North America,Healthcare,Licensing Platform,Cloud,SaaS,4567,570.88,6,0.95,18.08,13954.27,3,0,99.22,1,Tier 1
8510f218-e85c-430b-9a99-773d111fbe30,North America,SMB,Cisco+,Hybrid,SaaS,9898,533.57,2,0.36,13.49,15413.67,1,0,96.15,5,Tier 3
f4f483be-9ec2-40c7-a7fc-55373856ea21,Europe,SMB,Meraki,Hybrid,Recurring License,3640,555.23,1,0.35,17.22,14452.04,1,0,89.42,4,Tier 3
dadfc256-aad9-4ded-949d-480055e8b81e,Middle East & Africa,Healthcare,Cisco DNA,Cloud,Usage-Based,2287,648.41,4,0.51,16.82,16341.42,8,0,86.55,2,Tier 2
957c06fc-3acb-4a0c-9d4d-8c620c112d07,Middle East & Africa,Government,Meraki,Cloud,SaaS,2708,460.17,3,0.65,21.48,13211.64,7,0,86.64,2,Tier 1
6bb892fd-9983-4f76-b3d9-446a8ef24ee0,Asia Pacific,Enterprise,Cisco+,Hybrid,Usage-Based,4083,573.45,4,0.73,18.72,15935.48,8,1,91.94,3,Tier 3
881a4e89-f4f2-4fe5-ab95-754d7ba31b3a,Latin America,Healthcare,Licensing Platform,Hybrid,SaaS,8244,200.81,2,0.45,23.23,16622.77,8,1,95.64,2,Tier 2
c2bf256b-a7a7-4355-a256-2bfb08b44dc3,Asia Pacific,Government,Cisco+,Hybrid,SaaS,7642,274.22,1,0.79,21.46,11934.17,3,0,89.93,3,Tier 2
7605eb9f-6b8f-45b2-bd4b-4eb012d55c0a,Latin America,Enterprise,Licensing Platform,Hybrid,Recurring License,1542,522.96,6,0.95,18.27,12054.0,1,1,87.06,3,Tier 2
9b3d72af-c1d3-483a-8b23-6c860f37db42,North America,Education,Meraki,On-Premises,SaaS,7781,769.23,8,0.56,12.9,18084.95,9,1,85.06,5,Tier 3
b5dd3702-b7ec-45b2-9289-741786e1c71a,Europe,Enterprise,Meraki,Hybrid,Recurring License,9467,390.4,6,0.92,10.61,9832.22,7,1,91.62,3,Tier 2
9019d3fe-c72d-45e5-9e0a-7be95683d5dc,North America,Education,Cisco+,On-Premises,Recurring License,2135,635.57,8,0.42,16.56,12658.18,3,0,86.74,2,Tier 3
2dde9e91-42df-4f6c-ab98-2cc1a335cc22,Europe,Enterprise,Meraki,Hybrid,Usage-Based,796,536.09,4,0.77,12.37,17492.97,5,1,94.27,1,Tier 2
c57a824f-ebba-42bf-a80c-366868c3a743,Europe,Government,Licensing Platform,Cloud,SaaS,320,614.57,5,0.64,16.76,11387.39,8,0,99.0,3,Tier 2
7f467e27-a6ee-4dfc-9f83-d800d5883b6f,North America,SMB,Cisco+,Cloud,Recurring License,7796,533.84,2,0.49,18.45,14687.27,2,0,94.54,1,Tier 2
fb2c510a-7efb-4525-8fd0-5ff49427ce33,Asia Pacific,Healthcare,Licensing Platform,Cloud,Usage-Based,7529,462.83,5,0.54,25.93,15473.87,7,0,87.51,1,Tier 1
ed3846f3-938f-4813-84f8-0a57e7435c67,Middle East & Africa,SMB,Cisco+,Hybrid,Recurring License,2068,512.77,3,0.63,8.06,13494.44,1,0,98.13,5,Tier 2
b866a82a-d676-4ede-8338-7c18c4f64f34,Asia Pacific,Government,Meraki,On-Premises,Recurring License,4657,728.78,2,0.97,27.66,19681.44,4,1,90.91,2,Tier 3
6dfac081-ffea-4ee7-80e3-b357732b6cb9,Middle East & Africa,Government,Cisco+,Cloud,SaaS,8075,404.05,3,0.55,23.98,19002.39,4,1,98.45,5,Tier 1
873d7411-369f-4adc-ba19-a4cbf65bfa12,North America,Healthcare,Licensing Platform,Cloud,SaaS,5178,760.44,5,0.43,13.46,8159.83,2,0,89.77,4,Tier 3
d15cdf2b-9cd0-4640-94dd-ac413b9570c2,Europe,SMB,Cisco+,Cloud,SaaS,868,442.94,4,0.88,24.78,3118.1,3,1,90.32,4,Tier 3
a21b0531-988d-41f3-b7fa-fb6088ed465e,North America,SMB,Meraki,Hybrid,SaaS,1936,458.35,3,0.86,7.56,15553.11,8,0,97.1,1,Tier 2
657d18c3-d8e3-4024-88c0-3754a5ac9112,North America,Healthcare,Cisco+,On-Premises,Recurring License,2124,504.64,4,0.37,17.81,16402.84,3,0,94.07,1,Tier 3
0c156a94-5751-48b3-bc46-907187ab472f,Latin America,Education,Cisco+,Hybrid,Usage-Based,2380,676.71,3,0.9,21.72,18711.29,1,1,88.28,3,Tier 1
d0138663-0dd1-4e06-a1a2-abcdff7ea723,Middle East & Africa,Government,Licensing Platform,Cloud,SaaS,6632,420.6,2,0.69,17.92,13206.94,8,0,86.49,1,Tier 2
3b274292-8839-4541-84db-062130c5bce5,Middle East & Africa,Enterprise,Cisco+,Hybrid,SaaS,5839,844.9,3,0.4,22.2,10552.53,3,0,88.81,5,Tier 3
18cfdcef-aa90-4ff7-9ee9-7f8597c948fd,Latin America,Education,Licensing Platform,Hybrid,Usage-Based,2462,478.91,2,0.82,13.76,24192.73,7,1,89.62,3,Tier 3
81fca7c5-196c-48b2-8285-0723fb78b4df,Asia Pacific,Healthcare,Cisco+,On-Premises,SaaS,3253,660.32,6,0.79,18.43,13978.29,4,0,94.42,2,Tier 2
4e1d7f7e-dea4-4de8-881c-664779d37fb8,Latin America,Government,Licensing Platform,On-Premises,SaaS,8505,389.36,7,0.49,15.5,20405.66,7,1,95.49,1,Tier 1
d9e54a11-71c0-46d2-8add-f7fa4be2f39e,Latin America,Education,Meraki,Cloud,SaaS,6936,438.5,2,0.6,7.79,15285.15,9,0,98.7,3,Tier 3
21dc8662-ea60-4bcc-ac4c-40c051c8056f,Asia Pacific,Government,Licensing Platform,Hybrid,Usage-Based,7517,390.06,3,0.5,18.45,17787.99,9,0,90.35,4,Tier 1
adfebff6-1f90-4df4-91f2-7760eba61aa4,Middle East & Africa,Enterprise,Cisco DNA,On-Premises,Recurring License,7454,542.72,4,0.75,20.59,21812.37,5,0,98.04,3,Tier 1
2a373edc-95ec-4a0b-8ea4-223c0a18b254,Middle East & Africa,Government,Cisco DNA,On-Premises,SaaS,4718,390.8,2,0.46,22.38,15724.29,3,1,96.83,3,Tier 3
e16a3c9f-6e2b-4288-9112-5d479d42f34d,Middle East & Africa,SMB,Meraki,Hybrid,Usage-Based,9623,547.41,7,0.82,18.05,21537.7,9,0,90.72,2,Tier 2
1ce36bd1-d60a-4a33-a6da-fce9344d1301,Middle East & Africa,SMB,Licensing Platform,Cloud,SaaS,4257,497.98,1,0.36,16.63,25585.9,7,0,96.78,2,Tier 3
96bc9541-e12f-48dc-8df6-1781d5272ef8,Latin America,Government,Meraki,On-Premises,Usage-Based,6997,594.24,3,0.9,16.91,11143.47,1,1,92.38,2,Tier 2
92d9e9c0-c898-4b5b-978d-e4057a3e7bd8,Middle East & Africa,Education,Meraki,On-Premises,SaaS,1598,380.85,1,0.63,13.27,13012.02,8,0,98.09,2,Tier 2
e039f021-8155-45ce-a84a-bb78ce6932dc,Asia Pacific,SMB,Licensing Platform,Hybrid,Recurring License,1067,362.33,3,0.9,22.84,19139.55,2,0,87.31,4,Tier 1
66290087-c83e-407a-951d-591bb4b7898a,Europe,Government,Licensing Platform,Cloud,Usage-Based,7746,533.3,1,0.83,20.24,17725.36,8,0,94.06,4,Tier 1
abe213e2-bdc3-4a95-935b-6e88183ffc75,Europe,SMB,Meraki,Hybrid,Recurring License,5272,428.18,7,0.85,18.25,8536.84,2,1,93.53,3,Tier 2
4e427e50-2cee-4f4a-898f-d962d4d75035,Asia Pacific,Government,Cisco DNA,On-Premises,Recurring License,4346,657.53,2,0.69,22.83,14228.62,4,0,90.65,4,Tier 2
9308f610-1d6c-4f95-8863-6e0535f609d0,Middle East & Africa,Healthcare,Meraki,Hybrid,Recurring License,1994,462.71,6,0.8,22.28,20791.69,4,0,97.97,5,Tier 1
fa1fd2d5-02ca-4110-a889-09daecc2f6d1,Asia Pacific,SMB,Cisco+,On-Premises,SaaS,8015,436.57,3,0.75,28.16,23014.68,3,0,87.08,4,Tier 2
4fd71429-59a6-49aa-b904-cc39e29a7e22,Europe,Enterprise,Meraki,Cloud,Usage-Based,5726,478.59,8,0.49,17.72,10819.73,5,1,95.05,2,Tier 2
647dca0e-3cdd-44e1-bb8b-4a634a250ad3,Asia Pacific,Enterprise,Meraki,Hybrid,Usage-Based,341,522.34,3,0.39,18.83,8759.96,2,1,85.66,3,Tier 1
f5961adf-255a-42f5-9833-73e912c2e390,Asia Pacific,Healthcare,Cisco DNA,On-Premises,Usage-Based,5547,343.74,5,0.79,19.62,17149.21,4,1,95.61,3,Tier 3
ea82b3eb-c139-432c-a468-4497c74ec3d0,Middle East & Africa,Enterprise,Licensing Platform,On-Premises,Recurring License,3112,274.62,2,0.53,19.91,12086.21,3,1,96.67,2,Tier 3
204e8a9a-1566-42cd-9e88-06cac3705633,Asia Pacific,Healthcare,Cisco DNA,On-Premises,Recurring License,1184,840.46,4,0.43,22.55,16347.75,6,0,85.06,4,Tier 2
6943a131-7ac9-479d-9608-01242503ae22,Middle East & Africa,Education,Meraki,Hybrid,Usage-Based,3801,308.33,3,0.66,22.11,17353.23,6,1,87.69,4,Tier 3
e3469b5f-5844-4d1a-80d8-08d02856e0d3,North America,SMB,Licensing Platform,Cloud,Usage-Based,6939,627.17,3,0.34,21.75,9445.79,7,0,85.44,2,Tier 1
5467c7da-ab83-46aa-8709-140575e1e06e,Europe,Enterprise,Meraki,On-Premises,Usage-Based,3222,675.52,3,0.73,20.99,8336.64,5,1,98.12,2,Tier 2
4ee562e1-50fa-4d01-851f-bdf1145f9af4,Latin America,SMB,Licensing Platform,On-Premises,SaaS,6023,540.72,6,0.37,27.4,19014.0,5,0,87.3,2,Tier 3
80a5dacd-183d-46e6-bc33-0949f71f3d84,North America,Healthcare,Cisco+,On-Premises,Recurring License,8809,416.49,6,0.82,15.52,10509.85,1,0,93.94,3,Tier 2
d6782151-ec6b-4860-b751-1e37f7d7b3b4,Europe,SMB,Meraki,Cloud,Recurring License,9632,513.83,7,0.84,17.81,15126.87,4,1,91.06,2,Tier 1
42cc6062-f5ca-472c-b350-4689de306836,Asia Pacific,Education,Cisco+,On-Premises,SaaS,5507,391.64,3,0.91,24.8,16255.79,3,1,91.44,5,Tier 2
e09f21e3-7060-48df-a29c-34c5ca58aaf7,Middle East & Africa,Healthcare,Meraki,Cloud,Recurring License,8345,592.5,3,0.58,18.47,8242.48,1,1,94.98,4,Tier 3
1117a256-c488-46fe-9061-87a24bceba6d,Asia Pacific,SMB,Meraki,Hybrid,SaaS,8818,661.53,3,0.56,27.88,15427.27,8,0,99.73,3,Tier 2
966e3ac5-5221-4308-a4b4-3b2a3ab95566,North America,Enterprise,Cisco+,Hybrid,Recurring License,5421,651.88,8,0.87,20.82,8521.4,9,1,93.8,1,Tier 3
84d6268a-2305-4c11-98af-9ddab1b62112,Latin America,Government,Cisco+,On-Premises,Usage-Based,5792,665.4,4,0.34,26.91,15655.24,8,1,87.9,2,Tier 3
236d0049-6e2f-476f-8f8a-82e291903e9f,Asia Pacific,Education,Licensing Platform,Cloud,Recurring License,222,461.59,4,0.53,14.62,12194.29,9,1,97.18,1,Tier 3
d9fbb0bd-d156-4450-9a40-080cb4fe4df5,Middle East & Africa,Education,Cisco DNA,Cloud,SaaS,8144,296.01,3,0.69,24.55,15835.12,7,0,88.21,3,Tier 1
32d99bf6-4111-457b-8d6a-7b623be962d5,Asia Pacific,SMB,Cisco+,Hybrid,Recurring License,185,527.57,2,0.63,18.95,23773.16,3,1,93.11,1,Tier 1
183aec5c-b40a-4623-9ef6-d48165d876c2,Europe,Healthcare,Licensing Platform,Cloud,Recurring License,6410,598.41,7,0.44,25.78,9295.37,2,0,98.65,4,Tier 1
c0bd7cfb-aa66-45f1-ad26-291a62488c90,Europe,Healthcare,Cisco+,On-Premises,Usage-Based,4292,413.0,3,0.6,25.66,9362.23,9,0,99.29,2,Tier 1
6a68a891-d5c0-4efc-8627-4db420ee8837,Asia Pacific,Healthcare,Meraki,Cloud,Recurring License,4902,403.48,5,0.6,13.55,16858.47,7,1,86.71,5,Tier 3
c5470962-3936-4587-a591-c3de7feba26d,Middle East & Africa,Enterprise,Cisco DNA,On-Premises,Recurring License,3957,586.29,5,0.94,15.92,17649.0,1,0,95.7,3,Tier 2
4b8ffa1e-730e-4fcb-bc50-4abe32b82ee7,North America,Education,Cisco+,On-Premises,SaaS,8178,584.67,6,0.37,20.57,15024.84,8,0,91.36,3,Tier 3
0b893511-8b43-4e60-b39d-4cb3dbfa3faf,Middle East & Africa,Healthcare,Licensing Platform,Hybrid,Recurring License,1394,401.57,4,0.83,19.67,20166.03,1,1,93.43,4,Tier 2
9d85e2aa-9a96-4ea7-a718-e1467581282b,North America,Enterprise,Cisco+,On-Premises,SaaS,5843,221.85,4,0.79,18.21,10920.22,2,0,92.17,4,Tier 3
4d3f780b-44eb-4a71-bd64-c7b02971cb51,Europe,SMB,Licensing Platform,Hybrid,Recurring License,6417,742.21,3,0.7,12.82,12635.2,9,1,97.86,3,Tier 2
13d3a3a9-7605-4f23-b52e-1dcf41a9794e,Europe,Government,Cisco DNA,On-Premises,Usage-Based,2321,483.48,4,0.49,17.64,16138.7,3,0,89.66,3,Tier 2
b97ae463-d839-4667-b222-155577d38a36,Latin America,Education,Cisco DNA,Hybrid,Usage-Based,998,650.09,5,0.94,21.44,24743.05,9,0,87.85,4,Tier 3
3777491e-39d9-4708-8231-46f3db3f6cb8,North America,Enterprise,Cisco DNA,Cloud,Recurring License,1478,667.74,3,0.4,17.67,11217.94,6,0,89.29,2,Tier 2
3ede7c0d-37aa-4b6a-9257-f496db6ff448,North America,Enterprise,Cisco DNA,On-Premises,Usage-Based,8448,465.21,6,0.4,21.79,14518.84,5,0,98.46,1,Tier 2
1ab4951b-1a57-4dec-9819-c054e9f7adc7,Latin America,Healthcare,Cisco DNA,Hybrid,SaaS,259,566.61,7,0.81,25.83,13396.07,1,0,85.22,3,Tier 2
8a4f2b63-362f-46f4-a96d-d1cc8a383499,Middle East & Africa,SMB,Cisco DNA,Hybrid,Recurring License,7018,524.02,2,0.4,13.04,14424.45,4,0,90.35,1,Tier 3
c64c0e51-278d-4b6f-83e7-99976b4e84ba,North America,Education,Licensing Platform,On-Premises,Recurring License,7220,451.54,2,0.35,14.85,22950.75,8,1,94.59,4,Tier 3
ad6ada10-035a-4dec-b4e9-e6c7e39d269e,Middle East & Africa,SMB,Cisco+,Hybrid,Recurring License,9412,702.05,3,0.41,27.09,8765.51,9,0,88.31,1,Tier 1
b7934414-c66a-4174-87cf-9028e960151c,Asia Pacific,Education,Licensing Platform,Hybrid,Usage-Based,5949,595.39,3,0.75,18.02,14807.36,3,0,94.66,3,Tier 2
2e1e4103-839f-460f-a997-fbbef90f8bfc,North America,Education,Licensing Platform,Cloud,Usage-Based,4762,531.65,6,0.53,25.13,14149.32,9,0,86.52,2,Tier 3
7890d977-1090-4d96-a34a-0f5bd8edf3bf,Europe,Enterprise,Cisco+,Cloud,Recurring License,7260,685.42,2,0.47,25.65,12425.51,7,1,91.21,2,Tier 3
25823076-7439-406e-a7c9-198dd5ccf0f6,Asia Pacific,Enterprise,Cisco+,On-Premises,SaaS,4226,630.9,3,0.47,16.37,15046.35,1,1,85.96,1,Tier 2
eb510a2e-c822-4f37-bbea-265f52d24ee8,Latin America,Healthcare,Cisco DNA,Cloud,SaaS,1776,562.04,6,0.64,12.59,14005.94,8,0,88.71,2,Tier 2
74e5fb31-3287-4127-8be4-ab8d6427178c,Latin America,Enterprise,Meraki,Hybrid,Usage-Based,889,551.98,4,0.72,22.73,14594.97,6,0,90.13,4,Tier 1
57d39a01-34b5-4526-a92b-ac928395469f,Asia Pacific,Healthcare,Meraki,Cloud,SaaS,5198,502.44,5,0.61,24.42,18433.61,3,0,89.47,1,Tier 3
a0e76c78-c4d3-42fa-8beb-a39ff8ce6b17,Europe,Healthcare,Meraki,Cloud,SaaS,1988,507.4,4,0.82,22.01,15452.43,3,1,89.81,5,Tier 3
5a1c728f-84ce-4b9a-8c84-5c1b9c2f509d,North America,Government,Meraki,Hybrid,Usage-Based,9176,378.92,10,0.72,12.86,21591.49,1,0,86.85,4,Tier 2
9a48b057-f118-4ba7-befb-51afa1e15331,Latin America,SMB,Licensing Platform,Cloud,SaaS,922,632.62,7,0.62,19.73,21420.54,4,1,96.78,1,Tier 1
543135d1-104a-445f-af10-41268649de92,Middle East & Africa,Government,Cisco DNA,Hybrid,SaaS,4613,484.66,5,0.43,11.03,12963.89,4,0,88.13,3,Tier 3
c547cb92-a1e1-4254-a2ad-c88f0f5ba20c,Latin America,Government,Cisco+,Cloud,Recurring License,5821,525.9,5,0.84,21.18,17168.65,1,0,86.34,5,Tier 2
21c4c505-f2a9-4b1b-8e2f-17064925edde,Asia Pacific,Government,Meraki,Cloud,Recurring License,7684,520.29,4,0.4,21.87,21515.94,9,0,88.09,3,Tier 2
dff8af78-f61e-4df3-8b5b-6b4f7e3a064a,Europe,Education,Cisco+,On-Premises,Usage-Based,9286,560.5,4,0.5,22.72,6084.18,6,0,91.09,1,Tier 1
25bf28a6-2b3a-4819-80a1-a15ef3a35a71,North America,Healthcare,Meraki,Hybrid,SaaS,1532,331.18,4,0.43,28.92,6850.15,8,1,92.62,1,Tier 3
6fc4c501-b7cf-4ebe-aa1e-c57f4b48643b,Latin America,Enterprise,Cisco DNA,Hybrid,SaaS,2643,444.59,1,0.8,27.37,9331.24,3,1,94.3,4,Tier 3
fb02e16c-3bfc-4b0b-9e9d-e4a6f196a4a7,Asia Pacific,Education,Cisco DNA,On-Premises,Recurring License,4798,423.2,3,0.3,13.64,11951.8,6,1,95.31,2,Tier 3
e1b56f80-1e7e-4b15-b3de-1de63080c72b,Latin America,Healthcare,Licensing Platform,Cloud,SaaS,6833,409.9,3,0.54,20.64,14841.44,9,0,90.08,2,Tier 2
