Plant_ID,Date,Water_Consumption_m3,Steam_Usage_Ton,Power_Usage_MWh,Waste_Treated_m3,Boiler_Temperature_C,Turbine_Efficiency_%,Chiller_Utilization_%,CO2_Emissions_Ton,pH_Level_Water,Conductivity_uS,Cooling_Tower_Efficiency_%,Energy_Cost_USD,Maintenance_Cost_USD,Downtime_Minutes,Alarm_Count,Recycle_Water_Used_m3,External_Water_Use_m3,Ambient_Temperature_C,Humidity_%,Water_Leakage_m3,Efficiency_Index,Operator_ID
PLT004,2024-02-15 14:00:00,549.31,215.06,1098.92,335.15,436.67,72.41,75.55,48.48,7.05,661.25,75.62,12752.22,501.18,51,0.0,132.22,343.86,33.19,36.91,1.08,88.92,OP1004
PLT005,2024-02-15 15:00:00,509.42,212.12,1026.35,341.46,437.27,86.09,83.84,62.87,7.23,452.53,71.05,16426.95,468.38,111,3.0,79.08,390.88,46.35,48.04,6.82,84.59,OP1001
PLT001,2024-02-15 16:00:00,605.09,205.99,999.02,335.4,444.38,86.87,79.7,26.38,6.78,508.36,59.77,12041.95,609.98,4,6.0,120.03,411.24,35.13,57.42,5.24,97.89,OP1003
PLT003,2024-02-15 17:00:00,513.38,226.05,873.64,286.07,431.8,87.89,72.98,40.44,6.97,728.83,61.5,12439.64,355.89,49,6.0,100.09,507.59,34.62,50.19,5.74,95.64,OP1003
PLT005,2024-02-15 18:00:00,437.71,211.49,1068.65,268.55,451.13,87.13,68.98,51.01,6.82,554.03,66.3,9400.28,509.52,42,3.0,132.42,364.71,30.54,48.22,5.07,87.22,OP1001
PLT001,2024-02-15 19:00:00,420.75,228.11,1015.76,291.48,478.93,78.65,60.33,56.82,7.3,659.67,60.88,12683.73,577.35,34,4.0,96.67,386.4,28.53,56.62,2.5,88.24,OP1004
PLT001,2024-02-15 20:00:00,550.08,181.9,787.74,302.68,435.38,82.45,67.77,37.61,6.78,505.14,72.44,9686.65,617.39,84,6.0,88.92,386.35,38.72,50.68,7.51,84.59,OP1003
PLT003,2024-02-15 21:00:00,447.92,204.8,1021.88,337.7,472.22,85.74,95.05,41.92,7.52,593.72,64.05,13480.01,481.6,75,2.0,108.8,341.94,32.55,46.12,1.3,89.97,OP1001
PLT002,2024-02-15 22:00:00,443.44,201.96,904.34,298.87,437.1,83.74,58.39,29.95,7.03,520.53,76.12,14316.72,546.7,57,3.0,77.24,410.53,36.84,44.77,6.85,100.49,OP1003
PLT005,2024-02-15 23:00:00,474.25,175.75,929.96,332.98,421.25,83.09,80.39,48.22,7.09,452.4,51.69,12846.78,519.56,79,8.0,107.76,307.62,32.31,40.82,6.69,83.89,OP1002
PLT003,2024-02-16 00:00:00,549.81,235.52,1010.11,304.07,428.76,76.7,75.79,45.04,6.22,524.26,58.77,11479.74,452.95,15,4.0,96.81,389.87,23.5,50.82,5.64,87.78,OP1001
PLT003,2024-02-16 01:00:00,481.61,190.87,1045.39,307.79,439.11,87.51,62.71,,7.02,330.77,73.0,12255.22,352.41,41,6.0,125.41,317.06,32.49,47.76,4.44,89.49,OP1003
PLT002,2024-02-16 02:00:00,457.92,207.82,1106.39,349.41,432.51,77.72,88.12,57.19,6.94,431.34,71.06,14200.11,446.91,1,7.0,90.08,356.51,31.12,57.27,3.25,93.89,OP1001
PLT005,2024-02-16 03:00:00,560.63,190.24,914.72,345.22,454.61,87.93,71.65,63.71,6.66,378.94,68.94,11888.33,525.49,105,7.0,75.33,373.34,34.39,52.26,5.73,94.0,OP1003
PLT003,2024-02-16 04:00:00,552.1,222.79,1003.38,264.24,440.55,79.0,58.46,43.22,6.24,463.8,79.6,14354.42,571.58,67,7.0,124.09,407.13,36.38,56.09,5.09,90.1,OP1003
PLT002,2024-02-16 05:00:00,583.35,194.89,814.14,306.46,473.25,82.32,97.52,55.27,6.66,524.25,90.83,12266.42,489.57,112,0.0,94.3,357.06,35.66,57.38,4.54,95.4,OP1003
PLT005,2024-02-16 06:00:00,567.57,194.77,1039.23,299.97,469.02,86.51,90.48,46.23,6.97,607.13,85.15,11401.34,585.98,34,2.0,119.6,403.59,42.28,46.78,4.88,95.45,OP1004
PLT004,2024-02-16 07:00:00,552.95,200.43,960.33,257.19,451.29,80.95,63.13,61.7,6.76,698.81,64.6,14355.14,568.46,27,2.0,91.63,417.87,35.94,44.33,4.36,95.73,OP1001
PLT001,2024-02-16 08:00:00,462.44,201.69,1052.82,319.05,453.99,83.89,68.99,43.82,7.35,512.51,63.01,13537.75,523.75,29,8.0,126.11,495.69,37.53,45.0,1.97,87.35,OP1003
PLT002,2024-02-16 09:00:00,532.95,189.03,981.48,299.41,433.73,85.54,72.25,62.63,6.95,428.25,64.72,12262.68,495.06,34,3.0,94.75,387.6,40.88,43.43,4.74,87.73,OP1004
PLT001,2024-02-16 10:00:00,560.73,184.56,946.21,329.77,448.61,73.0,63.89,31.48,7.18,442.51,74.2,11922.52,587.8,93,1.0,95.16,389.69,38.51,44.69,4.01,87.15,OP1001
PLT004,2024-02-16 11:00:00,592.79,189.22,973.68,271.88,443.63,96.32,82.08,44.97,6.86,416.47,77.68,12357.73,589.28,104,1.0,105.75,386.2,35.75,45.21,6.49,83.72,OP1002
PLT003,2024-02-16 12:00:00,508.56,196.89,780.33,319.32,456.76,85.47,57.93,47.3,6.9,755.68,67.73,12441.81,656.4,64,2.0,71.05,360.46,40.49,41.1,4.21,83.4,OP1001
PLT003,2024-02-16 13:00:00,475.4,205.43,,258.59,460.62,81.47,65.54,47.1,7.44,545.15,73.08,12612.39,557.1,56,1.0,91.32,367.79,41.17,37.49,4.64,95.54,OP1001
PLT005,2024-02-16 14:00:00,455.79,191.87,1080.56,308.23,444.14,79.33,57.19,62.89,7.25,583.31,64.97,12379.13,616.12,95,2.0,123.4,366.95,27.26,59.02,5.82,89.77,OP1003
PLT002,2024-02-16 15:00:00,548.97,,1083.13,281.32,470.89,78.41,69.05,40.91,6.88,367.85,58.92,13338.75,644.3,106,3.0,98.35,443.27,32.7,44.1,2.9,96.13,OP1004
PLT002,2024-02-16 16:00:00,466.66,175.83,989.28,285.51,468.52,80.5,78.59,38.94,7.59,478.3,72.89,11304.45,529.12,32,8.0,112.49,402.65,41.29,41.06,6.57,86.55,OP1002
PLT005,2024-02-16 17:00:00,505.36,181.73,1114.15,325.09,448.75,83.22,62.25,,6.63,335.32,70.46,9823.92,533.39,53,5.0,91.96,468.56,24.53,47.65,2.82,89.62,OP1002
PLT001,2024-02-16 18:00:00,455.99,206.62,929.18,213.58,488.77,90.31,75.54,47.06,6.67,497.67,71.06,11750.51,232.87,94,1.0,76.94,380.96,40.63,49.36,5.21,93.65,OP1001
PLT003,2024-02-16 19:00:00,492.05,217.53,901.1,320.74,452.57,81.38,60.18,38.55,6.79,604.91,69.73,9418.54,488.12,16,0.0,88.23,417.0,35.53,49.39,1.76,88.22,OP1003
PLT003,2024-02-16 20:00:00,521.95,177.92,1071.4,256.63,455.42,85.42,83.2,51.66,7.23,539.58,74.18,12384.56,675.9,95,9.0,112.8,438.51,35.48,51.51,7.33,91.73,OP1002
PLT002,2024-02-16 21:00:00,513.46,208.5,944.57,304.93,455.88,81.83,76.54,58.78,6.93,612.87,79.55,12649.4,424.66,78,,62.81,407.21,35.77,46.23,7.74,88.18,OP1002
PLT002,2024-02-16 22:00:00,536.9,,1164.53,247.35,457.59,71.77,73.66,42.61,6.79,658.19,78.54,13315.62,563.3,45,6.0,110.52,397.58,39.65,42.04,5.15,90.43,OP1001
PLT005,2024-02-16 23:00:00,431.3,236.71,1117.69,288.16,427.77,89.82,83.38,45.07,6.51,478.86,65.11,11655.21,612.0,74,5.0,91.63,417.83,40.64,59.05,3.36,90.36,OP1002
PLT004,2024-02-17 00:00:00,494.17,246.47,1004.25,305.0,448.87,85.71,80.14,56.62,7.28,331.05,69.59,11553.32,420.16,29,7.0,124.79,433.13,33.56,40.31,5.86,94.77,OP1002
PLT001,2024-02-17 01:00:00,476.49,221.23,880.67,288.86,435.67,86.41,73.04,71.61,7.09,490.89,84.72,12763.12,621.32,61,6.0,110.07,383.54,30.09,39.11,1.74,97.37,OP1002
PLT004,2024-02-17 02:00:00,450.88,214.08,930.32,328.22,449.13,87.13,82.22,41.96,6.69,626.74,88.94,10965.63,668.97,78,3.0,92.65,413.4,33.43,45.21,4.16,90.89,OP1004
PLT004,2024-02-17 03:00:00,462.52,210.65,981.17,215.48,464.98,92.35,87.65,57.35,6.73,447.99,65.11,11629.44,444.44,32,3.0,93.24,375.48,26.68,46.23,-0.4,94.42,OP1002
PLT002,2024-02-17 04:00:00,455.3,185.37,1264.71,326.27,465.0,96.23,75.9,54.68,6.89,545.59,73.84,12412.32,429.96,11,3.0,90.93,315.07,28.6,37.33,5.24,92.75,OP1002
PLT002,2024-02-17 05:00:00,517.5,177.12,1024.07,333.13,455.05,91.7,83.84,36.21,6.71,741.01,73.0,12670.9,486.07,16,3.0,110.56,403.8,33.18,37.52,2.12,94.45,OP1004
PLT002,2024-02-17 06:00:00,520.01,168.83,1070.72,312.79,457.97,86.23,58.87,52.89,6.77,625.0,57.44,13522.09,429.26,22,7.0,101.76,466.7,31.69,43.32,6.0,87.11,OP1003
PLT004,2024-02-17 07:00:00,543.78,203.15,916.59,244.3,421.31,86.83,65.81,56.44,7.15,427.69,54.0,15019.72,506.03,47,2.0,124.29,269.47,30.58,41.85,7.02,91.96,OP1004
PLT001,2024-02-17 08:00:00,516.4,184.97,1009.17,275.85,444.33,88.13,56.4,27.24,6.88,567.82,66.19,12836.98,577.23,86,4.0,101.49,445.85,41.9,50.15,4.98,91.3,OP1001
PLT002,2024-02-17 09:00:00,507.94,215.88,923.13,310.03,434.14,77.8,79.01,54.35,7.25,662.29,60.58,10835.89,322.85,0,9.0,63.26,471.07,36.62,62.8,4.57,88.68,OP1002
PLT003,2024-02-17 10:00:00,503.94,177.51,941.88,282.39,427.1,81.14,74.21,54.71,6.61,521.72,51.34,11447.93,422.02,4,8.0,113.91,375.0,39.5,53.97,1.21,87.6,OP1003
PLT001,2024-02-17 11:00:00,533.78,205.07,821.26,279.77,446.06,80.26,77.15,35.9,7.42,605.83,66.02,11271.42,450.07,73,0.0,81.69,323.6,43.38,63.88,7.6,86.06,OP1001
PLT003,2024-02-17 12:00:00,394.66,184.73,1031.13,331.05,463.97,85.83,81.03,61.54,7.03,663.2,70.27,11198.01,432.03,39,7.0,100.75,405.59,43.51,46.4,4.63,88.52,OP1003
PLT001,2024-02-17 13:00:00,497.04,172.43,1072.07,291.7,451.74,87.98,54.72,36.66,6.9,533.86,77.93,13889.88,470.27,26,3.0,108.71,405.34,32.87,52.16,3.84,88.45,OP1004
PLT002,2024-02-17 14:00:00,515.86,183.73,,305.72,430.06,94.57,80.39,72.24,6.54,549.5,86.52,12141.87,464.51,78,6.0,112.54,439.81,33.71,46.55,0.94,92.32,OP1001
PLT005,2024-02-17 15:00:00,589.48,187.06,881.39,250.05,457.25,74.72,78.36,32.07,7.14,465.85,65.29,11872.78,515.48,40,3.0,107.34,482.26,37.96,57.1,6.14,81.27,OP1003
PLT002,2024-02-17 16:00:00,444.42,199.58,854.59,284.44,461.76,85.92,84.15,34.17,6.87,425.46,82.66,15310.69,350.15,59,2.0,106.16,415.46,27.84,41.11,7.23,88.71,OP1002
PLT004,2024-02-17 17:00:00,442.66,187.91,1000.76,309.14,478.15,80.87,73.23,62.55,7.36,393.41,66.84,11252.7,532.17,76,2.0,118.77,390.75,31.82,46.28,2.86,99.73,OP1002
PLT004,2024-02-17 18:00:00,386.45,181.47,993.35,295.23,414.3,86.22,78.73,52.51,7.47,578.97,61.88,12988.93,312.94,104,9.0,135.84,446.0,33.09,40.66,3.58,90.07,OP1004
PLT001,2024-02-17 19:00:00,430.46,183.97,1085.81,321.41,441.19,88.07,75.63,52.02,6.97,518.14,75.78,10143.21,496.11,46,4.0,85.77,404.64,37.9,47.35,5.88,87.87,OP1004
PLT004,2024-02-17 20:00:00,492.43,125.36,884.39,322.23,439.99,86.57,66.46,60.17,7.37,304.28,88.56,12577.14,552.93,54,0.0,77.34,419.91,35.82,60.25,6.4,80.54,OP1004
PLT002,2024-02-17 21:00:00,463.8,192.41,962.69,371.19,464.43,89.85,40.19,68.54,6.97,635.21,72.81,11032.68,306.51,64,6.0,79.28,308.12,32.69,23.76,6.36,79.02,OP1004
PLT003,2024-02-17 22:00:00,462.73,200.68,923.42,296.01,430.15,87.74,71.29,50.62,7.07,399.52,74.68,12901.62,470.68,16,2.0,97.42,379.9,34.03,36.22,8.96,90.32,OP1001
PLT002,2024-02-17 23:00:00,501.15,191.56,1065.13,279.1,456.17,82.22,76.81,52.71,7.44,563.61,71.24,11262.06,559.24,71,9.0,88.96,399.64,27.17,58.0,6.42,84.21,OP1003
PLT001,2024-02-18 00:00:00,529.12,203.96,998.09,325.61,449.96,79.01,77.12,37.2,7.53,473.18,82.73,9594.0,469.36,81,0.0,97.29,333.91,28.12,51.49,5.35,86.52,OP1001
PLT004,2024-02-18 01:00:00,500.63,219.3,943.36,319.4,439.16,83.05,66.31,54.06,7.08,491.25,62.27,10371.8,526.31,24,9.0,77.6,371.38,34.73,65.85,4.72,90.45,OP1001
PLT003,2024-02-18 02:00:00,501.33,221.19,920.13,289.44,443.57,88.14,85.59,26.59,7.23,534.82,73.13,12015.48,334.51,90,4.0,119.78,465.45,32.94,62.93,6.44,90.46,OP1002
PLT005,2024-02-18 03:00:00,520.18,219.55,1036.22,321.76,434.44,92.02,88.33,52.86,7.6,569.41,87.4,13593.32,449.69,24,7.0,63.06,491.98,43.71,31.18,1.98,94.25,OP1002
PLT003,2024-02-18 04:00:00,408.36,187.69,1109.82,267.23,446.89,94.0,69.62,63.95,6.79,540.04,83.18,12235.99,601.81,97,3.0,126.47,341.79,37.71,51.37,5.93,90.99,OP1001
PLT003,2024-02-18 05:00:00,506.45,181.42,,307.28,449.85,94.15,90.96,49.22,6.92,248.15,44.66,12687.09,489.19,42,9.0,89.39,439.69,39.66,41.25,4.94,93.12,OP1002
PLT002,2024-02-18 06:00:00,496.25,188.78,965.55,296.82,439.04,86.24,73.06,58.83,7.52,527.16,74.43,9405.8,706.45,119,2.0,91.76,371.21,34.0,40.08,2.84,86.95,OP1004
PLT005,2024-02-18 07:00:00,499.64,212.06,861.18,288.04,420.05,84.23,59.64,55.87,7.26,662.67,84.32,9995.15,582.88,4,6.0,133.95,386.72,31.8,65.14,5.93,95.53,OP1003
PLT001,2024-02-18 08:00:00,470.8,206.23,1128.35,283.18,468.24,95.06,76.83,49.57,6.8,621.54,69.25,8104.93,490.39,78,7.0,111.53,408.83,38.21,40.98,4.64,91.09,OP1003
PLT001,2024-02-18 09:00:00,489.73,184.76,999.54,343.05,452.42,88.25,66.68,,7.22,441.55,70.59,14051.42,410.3,101,7.0,88.42,362.97,30.53,57.17,3.57,96.06,OP1002
PLT003,2024-02-18 10:00:00,520.13,221.54,1072.98,283.7,458.37,93.23,64.31,60.55,7.19,581.49,58.88,12396.45,356.77,24,4.0,129.08,562.69,38.81,49.85,3.0,82.14,OP1002
PLT003,2024-02-18 11:00:00,580.45,177.83,1073.53,296.76,446.56,86.35,73.12,48.23,6.69,503.0,75.68,10360.96,667.72,34,3.0,58.69,372.65,38.17,54.1,7.12,84.76,OP1004
PLT004,2024-02-18 12:00:00,415.43,189.55,1101.18,295.21,461.23,87.81,73.63,29.9,7.18,617.53,69.54,11320.37,649.81,24,1.0,107.15,444.07,39.29,57.81,3.56,95.37,OP1001
PLT005,2024-02-18 13:00:00,528.59,204.18,1153.79,276.0,421.47,74.87,81.9,56.5,7.48,330.52,69.47,11435.34,382.47,57,4.0,120.34,345.0,35.45,57.61,3.43,80.56,OP1004
PLT003,2024-02-18 14:00:00,560.89,216.67,768.86,298.69,447.43,86.63,87.61,37.95,7.35,639.23,76.2,12832.15,547.47,55,1.0,85.77,474.82,35.26,45.03,1.24,91.16,OP1004
PLT004,2024-02-18 15:00:00,436.47,223.17,1015.76,336.57,438.93,88.21,76.79,60.7,6.67,475.62,64.02,14235.09,484.16,85,5.0,87.62,399.19,32.31,60.95,4.67,87.96,OP1002
PLT005,2024-02-18 16:00:00,491.03,206.09,1117.46,252.98,439.17,85.63,46.35,31.04,7.01,477.47,63.51,14008.97,533.79,8,0.0,121.29,448.6,33.43,42.17,2.7,85.08,OP1001
PLT001,2024-02-18 17:00:00,513.79,175.26,1004.39,300.15,464.81,88.03,79.36,70.39,6.6,416.23,74.13,11018.41,536.08,111,3.0,36.25,423.33,41.01,36.63,3.11,91.55,OP1002
PLT004,2024-02-18 18:00:00,600.45,221.18,1027.11,346.73,427.35,81.08,64.0,52.67,6.88,651.65,78.52,9919.96,555.88,112,7.0,95.63,414.88,42.18,52.1,2.15,95.38,OP1002
PLT005,2024-02-18 19:00:00,608.67,179.17,1003.94,241.39,466.64,71.27,79.63,66.81,6.7,579.45,72.46,10328.88,477.5,38,6.0,129.77,450.97,29.1,51.6,6.84,82.88,OP1001
PLT004,2024-02-18 20:00:00,436.46,190.41,981.56,281.98,438.12,90.2,73.86,51.34,6.95,661.52,73.66,12737.29,414.8,9,2.0,62.78,360.94,35.49,42.1,6.11,80.79,OP1002
PLT003,2024-02-18 21:00:00,484.89,180.3,887.98,319.72,443.7,78.7,74.66,62.16,7.17,617.61,73.21,15038.5,565.84,74,5.0,87.41,358.05,33.94,40.47,2.08,89.22,OP1003
PLT002,2024-02-18 22:00:00,509.97,198.18,946.83,234.74,451.19,95.12,68.73,35.32,7.34,476.0,65.11,13891.33,598.89,32,0.0,99.5,423.39,39.69,41.3,6.79,88.85,OP1003
PLT001,2024-02-18 23:00:00,527.82,179.59,881.87,251.44,451.63,86.53,76.31,53.38,7.2,500.71,65.35,8688.8,631.46,48,8.0,85.24,457.22,32.7,51.98,3.75,93.82,OP1002
PLT003,2024-02-19 00:00:00,510.04,209.44,1055.58,272.38,460.27,96.32,87.11,48.44,7.27,367.97,70.48,9293.13,641.94,60,0.0,92.85,321.94,39.22,55.13,8.69,86.23,OP1001
PLT003,2024-02-19 01:00:00,452.59,208.3,1049.59,279.92,433.13,79.55,92.86,47.91,6.99,509.23,68.27,14512.61,498.82,119,5.0,99.89,342.11,25.44,51.05,1.66,94.62,OP1003
PLT005,2024-02-19 02:00:00,450.38,215.08,994.16,289.08,434.1,84.09,71.81,43.92,7.21,489.96,61.78,10996.57,644.51,94,5.0,103.58,374.58,35.63,47.02,3.96,89.82,OP1002
PLT004,2024-02-19 03:00:00,422.94,205.7,763.4,309.61,454.1,83.57,73.61,37.63,6.53,522.9,79.46,10902.15,624.8,69,4.0,114.01,329.03,34.95,53.09,6.33,89.32,OP1004
PLT001,2024-02-19 04:00:00,398.97,204.47,964.11,268.28,442.0,93.17,68.5,57.63,7.01,458.64,81.74,10564.94,423.14,65,9.0,83.39,375.37,38.15,61.66,4.61,92.96,OP1003
PLT003,2024-02-19 05:00:00,421.8,180.39,884.66,271.53,444.26,82.72,73.1,38.33,6.81,506.08,70.44,14347.84,429.43,71,7.0,90.47,393.84,28.63,55.57,3.9,91.25,OP1003
PLT005,2024-02-19 06:00:00,558.08,186.44,894.3,304.12,429.34,85.11,76.78,51.98,6.67,466.73,77.92,11704.8,523.45,37,0.0,97.69,315.9,37.72,60.87,4.87,87.31,OP1004
PLT001,2024-02-19 07:00:00,535.51,197.97,1023.56,332.56,452.63,81.93,74.72,68.73,6.88,453.72,51.73,11449.74,437.84,19,6.0,85.82,415.9,30.98,58.44,7.6,99.49,OP1001
PLT004,2024-02-19 08:00:00,527.66,199.65,1089.19,291.73,436.07,89.23,67.09,44.3,7.05,475.51,53.46,12085.92,359.13,34,3.0,113.92,423.29,33.31,43.37,2.55,98.1,OP1002
PLT003,2024-02-19 09:00:00,488.86,193.32,1133.79,345.17,467.89,78.68,60.0,52.55,7.18,431.33,59.02,13951.31,431.4,95,7.0,100.56,415.42,40.85,42.46,3.34,98.72,OP1001
PLT003,2024-02-19 10:00:00,497.92,211.13,1032.96,296.46,429.28,90.76,66.88,49.78,6.8,330.91,63.97,13536.32,449.75,75,8.0,94.5,426.43,28.81,32.33,6.01,86.68,OP1001
PLT003,2024-02-19 11:00:00,486.57,246.34,1143.87,299.64,434.37,83.94,74.13,42.82,6.78,596.0,51.51,13460.15,364.85,46,1.0,111.25,406.62,38.31,52.3,1.75,92.22,OP1002
PLT001,2024-02-19 12:00:00,420.65,208.1,869.66,281.31,439.39,88.13,89.98,60.96,7.24,441.26,63.54,12319.46,497.02,69,6.0,142.24,347.56,30.24,41.75,7.39,87.07,OP1002
PLT001,2024-02-19 13:00:00,532.38,186.59,913.29,311.19,461.25,80.17,69.31,59.83,6.64,329.68,66.44,13124.96,420.57,83,9.0,68.35,412.76,32.5,59.96,4.3,90.52,OP1003
PLT001,2024-02-19 14:00:00,542.63,215.63,991.45,335.58,441.63,81.92,75.67,46.57,6.26,603.94,82.69,11737.23,333.7,9,9.0,99.85,357.1,32.56,59.69,6.96,94.85,OP1001
PLT001,2024-02-19 15:00:00,442.48,187.53,1064.82,317.6,422.64,83.29,54.86,62.9,7.7,587.48,69.6,11962.48,669.67,7,2.0,104.92,391.49,39.64,40.41,2.49,92.35,OP1003
PLT005,2024-02-19 16:00:00,442.44,207.08,1049.11,273.87,456.44,88.45,52.34,49.26,6.97,476.61,72.08,13032.17,546.34,85,4.0,127.08,456.14,34.65,49.62,5.1,96.16,OP1001
PLT002,2024-02-19 17:00:00,517.59,209.49,1075.34,302.1,454.7,78.01,49.33,49.44,6.95,459.4,69.51,10172.08,582.79,112,3.0,92.1,440.89,40.73,59.53,4.82,97.72,OP1001
PLT005,2024-02-19 18:00:00,517.15,204.62,1017.36,276.67,438.58,81.33,94.87,48.79,7.46,576.83,59.84,13111.21,570.21,36,6.0,129.08,325.15,34.69,41.31,0.83,88.95,OP1002
PLT003,2024-02-19 19:00:00,536.63,,1005.76,295.94,460.8,97.82,77.61,58.04,7.0,647.28,79.04,12090.12,579.54,46,0.0,90.08,375.12,29.17,55.47,3.56,102.39,OP1003
PLT005,2024-02-19 20:00:00,570.68,201.5,1164.01,327.4,470.98,87.71,64.32,,7.01,416.2,75.66,12481.67,474.86,117,2.0,109.9,383.53,48.7,53.64,5.75,85.99,OP1001
PLT004,2024-02-19 21:00:00,447.1,189.94,1046.07,287.22,439.49,86.68,68.95,42.97,6.83,485.93,56.36,13371.71,425.82,30,1.0,98.87,334.69,38.47,40.05,5.05,84.53,OP1002
PLT001,2024-02-19 22:00:00,495.9,189.85,1014.7,317.35,444.99,88.35,70.8,52.2,6.66,425.63,67.24,11515.86,490.13,19,4.0,84.97,417.13,27.63,44.89,4.83,79.12,OP1002
PLT004,2024-02-19 23:00:00,449.97,167.0,1006.56,338.7,443.07,74.66,89.67,47.72,7.02,614.71,60.99,12584.45,409.88,75,,84.38,394.34,32.61,46.04,9.23,90.23,OP1001
PLT004,2024-02-20 00:00:00,453.58,197.54,923.94,302.4,449.98,83.38,77.05,56.06,6.61,637.04,71.39,13707.45,322.34,50,8.0,106.65,505.8,36.7,53.08,6.32,89.6,OP1001
PLT003,2024-02-20 01:00:00,478.51,243.3,1074.02,284.27,458.4,86.8,77.45,64.4,7.07,372.95,72.57,12083.94,511.83,116,6.0,99.56,324.07,29.74,56.77,4.72,97.47,OP1004
PLT001,2024-02-20 02:00:00,572.02,149.95,887.76,356.64,470.26,81.02,88.65,55.9,6.86,340.4,57.73,12078.84,539.65,93,7.0,114.69,438.05,27.37,47.06,5.46,90.18,OP1002
PLT004,2024-02-20 03:00:00,555.24,155.52,819.93,245.25,444.6,83.97,82.09,39.51,7.74,610.36,63.52,13874.89,467.41,108,7.0,92.56,440.0,29.27,59.43,7.72,97.02,OP1002
PLT003,2024-02-20 04:00:00,496.26,201.15,1175.66,309.26,459.87,89.5,84.14,71.39,6.69,567.99,80.15,12985.41,342.89,119,2.0,131.46,245.71,37.41,56.98,6.94,93.69,OP1002
PLT001,2024-02-20 05:00:00,392.19,215.01,1147.33,267.51,478.77,86.28,49.71,53.34,6.82,438.6,67.62,11999.51,574.64,67,2.0,88.54,332.4,33.33,71.41,2.34,90.37,OP1004
PLT002,2024-02-20 06:00:00,519.64,173.1,1044.67,305.67,454.61,75.35,63.36,42.6,7.09,440.78,73.08,12916.84,612.91,61,0.0,101.02,411.36,27.02,43.7,6.69,85.21,OP1004
PLT003,2024-02-20 07:00:00,518.48,204.32,1035.76,327.43,427.39,82.01,100.29,60.55,7.22,721.64,74.11,11066.86,514.98,44,4.0,76.64,369.42,41.23,55.35,5.76,98.97,OP1004
PLT005,2024-02-20 08:00:00,453.32,196.77,975.52,305.92,435.95,83.33,65.93,56.86,7.34,605.01,66.43,12515.03,495.71,15,3.0,88.8,364.96,35.08,41.63,5.18,85.81,OP1004
PLT001,2024-02-20 09:00:00,541.53,187.95,955.7,358.33,451.42,81.5,79.71,48.65,6.58,379.91,65.28,11981.12,483.41,43,8.0,73.01,419.03,33.85,54.37,2.51,91.89,OP1001
PLT004,2024-02-20 10:00:00,452.36,207.63,817.38,344.82,487.76,89.2,67.5,51.19,6.27,374.75,63.32,11298.83,558.34,10,4.0,58.31,393.82,31.39,32.57,3.94,94.25,OP1004
PLT004,2024-02-20 11:00:00,541.39,179.85,893.41,307.21,450.47,90.97,79.74,44.87,7.27,580.91,75.38,11327.26,502.39,38,1.0,130.65,447.82,41.64,51.53,5.58,79.34,OP1003
PLT005,2024-02-20 12:00:00,512.05,220.36,906.04,368.2,456.04,80.99,96.1,50.71,7.2,476.72,71.05,11674.24,552.11,11,5.0,89.49,358.01,36.52,63.76,1.8,79.72,OP1003
PLT005,2024-02-20 13:00:00,427.01,161.74,1005.97,312.59,475.17,82.39,77.92,59.82,7.17,514.82,76.83,12617.77,624.56,84,6.0,56.79,366.0,31.19,68.16,2.1,88.79,OP1002
PLT004,2024-02-20 14:00:00,481.93,198.35,1174.04,288.73,479.21,87.03,104.05,61.16,7.16,342.22,80.98,9885.31,586.31,44,8.0,97.38,452.16,27.39,47.47,5.16,87.64,OP1004
PLT001,2024-02-20 15:00:00,507.23,202.15,846.35,275.95,476.29,88.05,85.57,49.1,7.38,614.77,71.01,11479.69,448.86,28,7.0,87.51,385.22,35.37,41.33,4.53,92.7,OP1004
PLT003,2024-02-20 16:00:00,515.01,196.67,1060.85,315.61,459.14,88.77,60.6,49.2,7.44,493.39,75.87,9655.82,514.46,108,1.0,110.81,347.1,29.48,58.01,7.22,83.15,OP1002
PLT005,2024-02-20 17:00:00,551.66,189.74,1069.39,308.06,444.42,82.87,55.12,,7.22,461.1,68.15,12328.53,522.32,17,9.0,135.67,436.1,36.57,42.35,5.46,84.88,OP1004
PLT005,2024-02-20 18:00:00,557.89,212.58,831.77,309.49,473.01,83.9,48.3,57.89,7.44,499.7,68.76,12154.05,545.33,119,5.0,83.06,354.36,32.52,39.35,5.72,92.06,OP1003
PLT005,2024-02-20 19:00:00,488.07,191.83,855.1,290.4,464.82,82.06,71.02,45.03,7.24,466.26,79.1,12015.44,607.39,105,2.0,125.39,371.23,27.22,49.16,7.37,87.55,OP1004
PLT002,2024-02-20 20:00:00,527.97,169.64,1024.36,310.51,432.33,84.59,69.08,38.69,7.27,418.99,70.11,13661.28,605.85,5,5.0,117.48,458.83,40.29,41.34,6.72,95.27,OP1002
PLT001,2024-02-20 21:00:00,580.4,186.33,1029.66,369.58,450.13,80.42,72.97,59.34,7.58,274.6,68.8,10156.23,362.47,103,0.0,81.29,534.6,40.06,47.49,5.95,95.92,OP1001
PLT001,2024-02-20 22:00:00,449.07,201.91,1123.84,308.97,447.85,85.46,72.22,45.47,7.18,468.91,54.81,12310.62,467.17,57,0.0,81.71,376.07,42.16,63.72,2.8,80.46,OP1003
